tstamp	latitude	longitude	speed	trip_id
2023-01-17 10:53:32	45.51011	-122.67922	3.02	239857777
2023-01-17 10:53:57	45.510593	-122.681488	7.24	239857777
2023-01-17 10:54:07	45.51079	-122.6822	5.9	239857777
2023-01-17 10:55:48	45.511917	-122.682473	1.54	239857777
2023-01-17 10:56:03	45.5126	-122.682068	5.2	239857777
2023-01-17 10:56:18	45.513148	-122.681788	4.33	239857777
2023-01-17 10:58:08	45.515927	-122.680338	2.96	239857777
2023-01-17 10:59:02	45.517718	-122.679488	3.87	239857777
2023-01-17 10:59:22	45.518703	-122.678985	5.65	239857777
2023-01-17 10:59:47	45.519575	-122.678515	4.16	239857777
2023-01-17 11:01:07	45.52086	-122.677893	1.86	239857777
2023-01-17 11:01:27	45.521672	-122.677487	4.8	239857777
2023-01-17 11:02:00	45.522552	-122.677373	3.55	239857777
2023-01-17 11:02:10	45.522677	-122.677408	2	239857777
2023-01-17 11:02:15	45.522778	-122.677328	2.4	239857777
2023-01-17 08:58:04	45.481762	-122.758333	6.18	239857660
2023-01-17 08:59:04	45.48448	-122.752565	9	239857660
2023-01-17 08:59:49	45.485847	-122.749527	6.18	239857660
2023-01-17 09:00:53	45.486387	-122.747517	2.62	239857660
2023-01-17 09:01:03	45.486748	-122.746038	12.2	239857660
2023-01-17 09:03:56	45.48698	-122.73302	5.86	239857660
